,label,tweet,label_id,clean_teks
3514,love,AkuMencintamu Karena aku dari awal yakin aku dapat menjadi apa yang kau butuhkan dan apa yang kau selama ini cari.,3,akumencintamu butuh cari
3515,sadness,"Waktu SD pernah dpt kesempatan seleksi untuk masuk tim kecamatan ke popda tingkat Kabupaten. Waktu ujicoba lawan kecamatan tetangga, saya cetak 2 gol, pertandingan berakhir 2-0. Saya ga lolos seleksi, yg lolos utk posisi striker anaknya guru",4,sd sempat seleksi masuk tim camat popda tingkat kabupaten ujicoba lawan camat tetangga cetak gol tanding lolos seleksi lolos posisi striker anak guru
3516,fear,Dan pas di jalan tiap waktu aku nengok ke belakang. Masih ada mobil mereka. Pas udh nyampe surabaya tbtb mobil mereka udh ga keliatan :( aku takut bgt mereka kenapa2 :(,1,pas jalan tengok mobil pas surabaya tbtb mobil takut
3517,happy,gatau siapa gakenal wkwk itu jelek sangat mel yang di samping kamu siapa si wkwk new avatar ) wkwk,2,gakenal wkwk jelek mel samping si wkwk new avatar wkwk
3518,anger,"Kasus via Vallen, itu juga sering terjadi kok, dari yang gue kenal orang nya sampai gk gue kenal orang nya, sering bertebaran gambar t*t*t di DM gue , messenger, WA lah yg gue lakukan block, block or report akun nya, kelar",0,via vallen kenal orang nya kenal orang nya tebar gambar ttt dm messenger laku block block or report akun nya selesai
3519,happy,"(1) #Ramadan hai tweeps, lewat sini aku pengen cerita nih yah tentang ramadan yang penuh berkah. Ini kali pertama aku ramadan dengan situasi seperti ini dan sangat berkesan utk aku pribadi Sehari sebelum ramadan aku diajak jadi penyiar di studio Yayasan Masy Muslim Freeport Indo",2,ramadan hai tweeps cerita nih yah ramadan penuh berkah kali ramadan situasi kesan pribadi hari ramadan ajak siar studio yayasan masy muslim freeport indo
3520,love,"Pada saat kamu menangis merengek meminta boneka atau mainan baru, mama menatapmu iba. Tetapi papa akan mengatakan dengan tegas : ""boleh, kita beli nanti, tapi tidak sekarang""",3,menang rengek boneka main mama tatap iba papa beli
3521,love,"Ia menyentuh tangan yang mengusap pipinya lembut. Monika memejamkan matanya seakan merasakan kasih sayang yang nyata dari Yuno. ""Aku tidak akan bisa berhenti mencintaimu.""",3,sentuh tangan usap pipi lembut monika mejam mata akan rasa kasih sayang nyata yuno henti cinta
3522,happy,"tiket bioskop ayat2 cinta, masih disimpen dan dijadiin pembatas buku, nonton berempat jaman rsut sama keluarga, definisi bersyukur ada yg nengokin dan diajak jalan, keluar dari asrama sebentar",2,tiket bioskop ayat cinta disimpen jadi batas buku nonton empat jaman rsut keluarga definisi syukur nengokin ajak jalan asrama sebentar
3523,happy,"All We Know of Heaven, All We Need of Hell - PVRIS (2017) Gue ngikutin PVRIS dari awal, gue rasa album yg skrg lagu2nya lebih mature, sangar, dark, tp fragile. Konsep keseluruhan album + mv + dll nya keren parah. W suka lagu Mercy, Anyone Else, sama Winter [URL]",2,all we know of heaven all we need of hell pvris ikut pvris album lagu mature sangar dark fragile konsep album mv nya keren parah suka lagu mercy anyone else winter url
3524,love,"Meneriakkan namamu di deras hujan, memandangmu dari kejauhan, dan berdoa di hening malam. Cinta dalam diam ini lah yang mampu kupertahankan...........",3,teriak nama deras hujan pandang jauh doa hening malam cinta diam tahan
3525,fear,"[USERNAME] Yess aku terlalu pemilih dan kriteriaku suka ketinggian gitu, terlebih lagi aku bosenan, takut aja gitu pas udah nikah tau tau bosen :(",1,username yess pilih kriteria suka tinggi bosenan takut pas nikah bosan
3526,love,"Sahabat aku, ada di ava tuh.g, polos, tapi dia baik pake bgt, care bgt, lucu, pinter juga. Sayang dia",3,sahabat ava tuhg polos pakai care lucu pintar sayang
3527,sadness,"Helloo, Liburan Kapan Liburan... Kerja teyuss, Lebaran pun ON teyus Liburan Sekolah udah mau Selesai  elisoulea . . . . . #kapanliburanlagi",4,helloo libur libur kerja teyuss lebaran on teyus libur sekolah selesai elisoulea kapanliburanlagi
3528,fear,"gara2 pernah baca orang ditelp cuma ditanya ""benar ini dengan (sebut nama yg ditelp)?"" dan si penerima jawab ""iya"" abis itu ditutup telpnya, sekarang tiap angkat tlp dr nomor ga dikenal selalu balik nanya dr siapa, perlu apa, sebelum jawab nama gue bener yg dia sebut. ngeri cuy",1,gara baca orang ditelp nama ditelp si terima iya abis tutup telpnya angkat telepon nomor kenal nama ngeri cuy
3529,happy,"Karena mendengar adzan maghrib, pihak panpel Persija vs Persebaya kemarin segera membatalkan pertandingan #recehkantwiter #recehkanpssi #recehkansepakbola",2,dengar adzan maghrib panpel persija vs baya kemarin batal tanding recehkantwiter recehkanpssi recehkansepakbola
3530,anger,[USERNAME] Buka rekening baru di mandiri ribet harus ada no tlp rumah or kantor? Terus klo pekerja di pasar ga bisa nabung di mandiri donk??,0,username buka rekening mandiri ribet no telepon rumah or kantor kerja pasar tabung mandiri donk
3531,happy,"Jd ceritanya adekku pinjem buku paket ke mantan Kk kelas yg udh lulus nah gak sengaja nemuin kertas nyelip disalah satu halaman pas adekku baca bilang eh mb surat cinta, trs ku baca dgn bersuara",2,cerita adekku pinjam buku paket mantan kakak kelas lulus sengaja nemuin kertas nyelip salah halaman pas adekku baca bilang eh mb surat cinta ku baca suara
3532,love,"Wanita itu makhluk yang lembut sekali, jika kau mau mengajarinya sesuatu maka sudah sewajarnya dengan kelembutan pula. Sebelum tidur, sambil memeluknya, mulailah kau mengajarinya. Kau beritahu dengan tutur yang baik. Dan dengan belaian kasih sayang tentunya.",3,wanita makhluk lembut ajar wajar lembut tidur peluk ajar beritahu belai kasih sayang
3533,fear,"Area Alor Gajah, masjid tanah, jalan nak g pengkalan balak etc tu, kalau boleh mmg aku elakkan jalan malam malam. Oh seram.",1,area alor gajah masjid tanah jalan anak pengkal balak etc elak jalan malam malam oh seram
3534,anger,[USERNAME] [USERNAME] Sy ga krj krn hrs merawat ibu sy yg sdh pikun hanya jualan di rmh krn km hanya ber2.kl kln bl tega merampok cashback cmn sbgai uang mkn km jg ibu n anak buat apa kalian puasa?,0,username username krj rawat pikun jual rumah berkl kln beli tega rampok cashback sbgai uang makan n anak puasa
3535,fear,[USERNAME] Masa kecil yg pling diingat itu klo Barangkt sekolah itu mnta diantar ibuk trs karena takut kesekolah sendian dan harus dibelikan Permen dlu biar mau berngkat gt dech scra gue orang pendiem dan takut kpd teman #MasaKecilkuAsik [USERNAME] [USERNAME],1,username pling barangkt sekolah antar ibuk takut seko sendi beli permen biar berngkat dech scra orang pendiem takut teman masakecilkuasik username username
3536,anger,Min [USERNAME] info perka pagi kereta langsir di THB donk.... jadi pnp [USERNAME] bisa antisipasi di stasiun sebelumnya.jangan pas di tengah sinmas ditahan 15 menit buat nunggu langsiran KAJJ,0,min username info perka pagi kereta langsir thb donk pnp username antisipasi stasiun sebelumnyajangan pas sinmas tahan menit nunggu langsir kajj
3537,love,"Permulaan cinta adalah membiarkan orang yang kamu cintai menjadi dirinya sendiri, dan tidak merubahnya menjadi gambaran yang kamu inginkan. Jika tidak, kamu hanya mencintai pantulan diri sendiri yang kamu temukan di dalam dirinya.",3,mula cinta biar orang cinta rubah gambar cinta pantul temu
3538,happy,"Ketika saya digombali murid saya, ""ibu cantik og bu,"" lalu saya salting dan eumph jawab kamu juga cantik kok.. Lalu emph.. Dibilang masih muda dan saya makin speechless..",2,gombal murid cantik og bu salting eumph cantik emph bilang muda speechless
3539,happy,"Kalo ga u [USERNAME] , mba muth yang ngeblurrr... Wkwkwk ada aja sih yg ngeblur foto terakhir semuanya blur na wkwk [URL]",2,username mba muth ngeblurrr wkwkwk sih ngeblur foto blur na wkwk url
3540,sadness,"[USERNAME] [USERNAME] [USERNAME] Orang-orang PSI itu termasuk juga si [USERNAME] adalah ""anak baru"" di dunia politik yang ingin cepat populer dengan cara memancing orang-orang yang sudah populer untuk ber-interaksi dengan mereka. Kasihan deh ...... ",4,username username username orangorang psi si username anak dunia politik cepat populer pancing orangorang populer interaksi kasihan deh
3541,love,"Semuanya udah berubah. Aku, kamu, kita. Semuanya. Hal hal kecil kita, sikap, masalah, tubir tubiran. Satu yang ga berubah dan kayanya susah untuk berubah secepat itu, hati aku. Happy anniversary sayang, aku sayang kamu. Sayang banget... [USERNAME]",3,ubah sikap tubir tubir ubah kayak susah ubah cepat hati happy anniversary sayang sayang sayang username
3542,fear,pin nanti kamu blan juni ikut tidak-pertandingan bulutangkis khusus buat rw saja saya mau ikut tapi nanti saya pasti cewek sendiri :( ky dulu,1,pin blan juni tidakpertandingan bulutangkis khusus rw cewek ky
3543,anger,"Otomatis lahh gue marah, gue jelasin juga ke temen gue kalau gue gak ada sedikitpun niat buat ngerebut pacar temen gue sendiri. Keak gak ada cowo lain aja, hih.",0,otomatis lahh marah jelasin teman sedikit niat ngerebut pacar teman keak cowok hih
3544,anger,[USERNAME] Guwah sependapat sama ente Bro.... Ini yg paling ditakuti sama mereka2 yg sedang berkompetisi utk bisa nyapres.... makanya mereka selalu cari cara utk mendown-grade HRS. Apadaya.... kehendak Allah...HRS malah makin bersinar [URL],0,username guwah dapat bro takut kompetisi nyapres cari mendowngrade apadaya hendak allahhrs sinar url
3545,sadness,"Harus bisa me-manage waktu lebih baik lagi nih, hrus bner2 memfilter mana yg jdi prioritas. Kan kalo management waktu nya oke hidup bisa #JadiLebihBaik",4,memanage nih filter prioritas management nya oke hidup jadilebihbaik
3546,love,Temenku namanya Helen. Pas SHI kemarin dia sengaja ke bandara demi aku karena aku ga bisa dateng SHI DAN DIA RELA JADI MASTERNIM NYA DAY6 sayang huhuhu [URL],3,temenku nama helen pas shi kemarin sengaja bandara shi rela masternim nya day sayang huhuhu url
3547,fear,"Aku cuma takut aku terbuat dia kecewa  ini peluang terakhir, i knw him. Bila dia rasa kecewa yg teramat dia takkan pandang belakang. Dn dari sini pun dapat rasa kan yang aku mmg takut hilang dia",1,takut buat kecewa peluang i knw him kecewa amat tak pandang dn takut hilang
3548,sadness,"Turut berduka atas saudara yang terkena gempa di Lombok, semoga lekas membaik. Meskipun trauma yang terendap tak semudah itu menghilang dari dalam diri Aamiin ~",4,duka saudara kena gempa lombok moga lekas baik trauma endap mudah hilang amin
3549,anger,[USERNAME] tolong akun saya ini kenapa tidak bisa masuk ke aplikasi my indihome .setiap kali mau masuk selalu minta kode verifikasi ke nomer yang dulu sedangkan no yang dulu sudah di blokir oleh pihak telkomsel .tolong dan mohon di bantu,0,username tolong akun masuk aplikasi my indihome kali masuk kode verifikasi nomer no blokir telkomsel tolong mohon bantu
3550,sadness,"Jangan sekalikali dah negosiasi sama Sagitarius, kolo moody lagi berantakan tolong jangan diganggu dulu. ucapannya lebih menyakitkan.. *manusia*",4,sekalikali negosiasi sagitarius kolo moody beranta tolong ganggu ucap sakit manusia
3551,love,"[USERNAME] Mama aku adalah wanita terhebat yang kuat mengurus 4 anak dan ngejalanin gimana dari awalnya kami hidup enak, tbtb semenjak Ayah meninggal jadi berubah drastis. Mama selalu mentingin anak-anaknya dulu, baru dirinya. Sayang mama",3,username mama wanita hebat kuat urus anak ngejalanin gimana hidup enak tbtb semenjak ayah tinggal ubah drastis mama mentingin anakanaknya sayang mama
3552,sadness,[USERNAME] Iya nad. Ada drama drama cryingnya juga. Apalagi kalo laper... biasa makanan ada tersedia tinggal ambil. Kalo dikos musti cari makan sendiri pas gaada temen nah ini bisa bisa nangis. Jadi kangen ibuk hahaha LOL,4,username iya nad drama drama cryingnya lapar makan sedia tinggal ambil dikos cari makan pas teman nang kangen ibuk hahaha lol
3553,love,Semoga kau pun ikut merasakannya Menghayati dan memandang langit malam ini Agar kau lihat Ada purnama disana Ada bintang-bintang disana Yang selalu menemani dan mengawasi cinta kita Saat kita terlelap.,3,moga rasa hayati pandang langit malam lihat purnama sana bintangbintang sana tani awas cinta lelap
3554,happy,"saat ini lebih ngerasa pgn manfaatin waktu sebaik-baiknya. kalau msh bisa pulang tepat waktu, ya pulang, biar bisa buka di rumah brg keluarga. kalau gaada yg dikerjain, ya mndg cepet tidur, bkn malah begadang gajelas.",2,manfaatin sebaikbaiknya pulang ya pulang biar buka rumah barang keluarga dikerjain ya cepat tidur begadang
3555,love,"Emang bener kata fromm Cinta sempurna itu harus didasari (knowledge,respect,responsibility,care) Disini gue bisa liat keluarga belo (ncip,sekala,dido) Itu utuh banget Merekapun punya healty mental yg luar biasa satu sama lain yang efeknya ke ""pintar dan aktifnya si sekala""",3,fromm cinta sempurna dasar knowledgerespectresponsibilitycare liat keluarga belo ncipsekaladido utuh mereka healty mental efek pintar aktif si sekala
3556,anger,"Aku ini orang yang ga bisa nyindir-nyindir. Bisanya adalah, ngomong langsung tanpa ampun, disertai dg sedikit bumbu kekesalan, dan setelah itu minta maaf dan teuteup, ngoreksi lagi dia hrs kayak gimana.",0,orang nyindirnyindir bisa bicara langsung ampun serta bumbu kesal maaf teuteup ngoreksi gimana
3557,fear,[askmf] kamu kalo pergi ke psikolog pertamanya ngomong apaan? Kan aku mau jelasin terus dia tiba-tiba motong ucapanku. Tapi dia tau masalahku lewat tes gitu. Cuman aku takut nggak diperhatikan bgt gitu.(?),1,askmf pergi psikolog pertama bicara jelasin tibatiba motong ucap masalah tes takut perhati
3558,happy,"Jadi kalau kita pernah salah, atau ngga salah tp di salahin... trs punya haters, ya shanthaaay say.... thats life. Jgn ampe hiduplo jd kacau cuma gegara haters",2,salah salah salahin haters ya shanthaaay say thats life ampe hiduplo kacau gegara haters
3559,happy,[USERNAME] Selamat Siang Sahabat Pos. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD [URL],2,username selamat siang sahabat pos kirim terima ya sahabat terima kasih percaya layan fd url
3560,happy,"sahabat el john bentar lagi [USERNAME] bakal ngebahas logo wonderful indonesia yang berhasil wara-wiri di moscow rusia, wowwww keren banget ya sahabat el john, info selengkap nya sebentar lagi stay tune ya!!!",2,sahabat el john bentar username ngebahas logo wonderful indonesia hasil warawiri moscow rusia wowwww keren ya sahabat el john info lengkap nya sebentar stay tune ya
3561,happy,[USERNAME] Kok banyak yg protes ye..ini pemain bagus buat sundulan..bayangin kalo oezil sama.xhaka kasih umpan lambung terus yang nyamber ini bocah..mayan kaga,2,username protes yeini main bagus sundulanbayangin oezil samaxhaka kasih umpan lambung nyamber bocahmayan kaga
3562,anger,"Hati-hati jika belanja di [USERNAME] barang tidak dikirim,uang tidak kembali",0,hatihati belanja username barang dikirimuang
3563,fear,"Kondisi paling sulit itu,... Saat kita mendiaminya saja kita takut dimusuhinya, dan bila kita berkata-kata kita takut menyinggung perasaanya.",1,kondisi sulit diam takut musuh berkatakata takut singgung perasaanya
3564,anger,"Pernah nonton ga di satu video tentang Bullying? Coba cari dehh, ada tuh examplenya. Kayak misal kita di bilang, kamu jelek deh. Ga ush naik pitam. Bales aja Yes I am a worthless human being. Thanks for reminding me that Dijamin mingkem",0,nonton video bullying coba cari dehh tuh examplenya bilang jelek deh ush pitam balas yes i am a worthless human being thanks for rinding me that jamin mingkem
3565,anger,"Terkadangg kalo ada yg lapor ke pihak berwajib jawabnya "" alah cm dipegang, alah kamu nikmatin kan, alah cuma dipanggil, salah siapa pakai baju sexy "" please, kita punya hak atas diri dan tubuh kita, emang kalo situ ngaceng gara2 liat kita pake baju sexy itu salah kita ?",0,terkadangg lapor wajib alah pegang alah nikmatin alah panggil salah pakai baju sexy please hak tubuh situ ngaceng gara liat pakai baju sexy salah
3566,sadness,"eallaaaah paaak, bikin ngiri aja duduk berdua ama yayang ....#mesra #presidenterhebat #Iriana #firstladyIndonesia",4,eallaaaah paaak bikin ngiri duduk dua yayang mesra presidenterhebat iriana firstladyindonesia
3567,anger,ish sialan sangat punya teman macam kamu hahaha xp,0,ish sial teman hahaha xp
3568,happy,Tuhan terima kasih sdah mengirimkan org yg bsa sya bantu Ajar trus sya buat jadi org yg brnilai dan memiliki generosity mindset,2,tuhan terima kasih kirim orang bantu ajar orang brnilai milik generosity mindset
3569,sadness,"Lebih baik mendengar suara bom, guntur, geledek, petir, atau gunung meletus daripada mendengar suara tangismu yang buat aku tak bisa berbuat apa-apa.",4,dengar suara bom guntur geledek petir gunung letus dengar suara tangis buat apaapa
3570,sadness,"Dunia itu mirip bayangan badan, jika kau kejar pasti ia menjauh, namun jika kau menjauh maka ia tidak ada pilihan lain selain mengikutimu. - Ibnu Qayyim",4,dunia bayang badan kejar jauh jauh pilih ikut ibnu qayyim
3571,happy,"Persahabatan itu harus mempunyai telinga untuk saling mendengar, tangan untuk saling menolong, dan hati untuk saling memahami. -5 cm . Selamat Hari Persahabatan Internasional",2,sahabat telinga dengar tangan tolong hati paham selamat sahabat internasional
3572,sadness,[USERNAME] [USERNAME] Ituh cewe disakitin begitu aja masih bertahan dan tak melawan apalagi melaporkan. Terlalu mencintainya kah? Postingannya ja begini. [URL],4,username username ituh cewek disakitin tahan lawan lapor cinta kah postingannya ja url
3573,happy,Makasih doanya genks yg udh dukung ak disini ak gak nyangka bisa maju ke tahan ini maygad makasi juga buat bapak bambang lurah pondok cabe2an yg udh dukung n nonton ak saat ini. Love u genks,2,makasih doa genks dukung sangka maju tahan maygad terima kasih bambang lurah pondok cabe dukung n nonton cinta genks
3574,happy,dulu liat trailernya gw kagum. ide memadukan film laga nusantara dengan tampilan wild west terlihat menjanjikan. belum pernah gw tau sebelumnya. kreatif. makanya gw semacam berharap mendapatkan sajian yang istimewa.,2,liat trailer kagum ide madu film laga nusantara tampil wild west janji kreatif harap saji istimewa
3575,sadness,"Tahun2 kemarin sebulan sekali lewati malino kalo melakukan pendakian. Skrang2 kayak sdah tdk bisa lagi capai ini tempat, Hahah. Terakhir kesini 19 july 2017. [URL]",4,kemarin bulan lewat malino daki capai hahah kesini july url
3576,sadness,Udah gitu. Aku pake Vaseline gitu kan di bulu mata sama alis. Disimpan deh tuh si Vaseline di atas lemari (posisinya kaca sebelah lemari) udah gitu kan pake yang lain juga. Pas nyimpen yang lain. Aku baru ngeh. Vaseline nya udah ga ada ,4,pakai vaseline bulu mata alis simpan deh tuh si vaseline lemari posisi kaca belah lemari pakai pas nyimpen ngeh vaseline nya
3577,anger,"Mau seberapa hebat akses komunikasi berbasis internet, sebuah pemberitahuan yang di kabarkan dalam bentuk cetak dan dapat di konsumsi umum justru lebih di butuhkan tanpa harus peduli jumlah kuota. Tinggal tempel, apa susahnya? Tolonglah jangan dipersulit urusan yang mudah itu...",0,hebat akses komunikasi bas internet pemberitahuan kabar bentuk cetak konsumsi butuh peduli kuota tinggal tempel susah tolong sulit urus mudah
3578,love,Hal yg aku suka dari ayah itu salah satunya adalah kesetiaannya dimana mampu buktiin kalo cinta cukup 1 untuk seumur hidup. Berani ngelakuin apapun yg pntg bisa hidup bersama sang pujaan hati sampai mati.,3,suka ayah salah satu setia mana buktiin cinta umur hidup berani ngelakuin apa pntg hidup sang puja hati mati
3579,sadness,Kadang suka gak terima kalo liat hidup we gak kayak temen2 we yang mulus2 aja. Mungkin balasan dosa2 we selama ini,4,kadang suka terima liat hidup we teman we mulus balas dosa we
3580,happy,Bekerja dg hati dan selalu mengandalkan dari Allah sendiri itu hasilnya beda dan awet. Selamat bertransformasi menjadi comdev yg sesungguhnya. Sbg teman saya selalu berikan support Dena \,2,hati andal allah hasil beda awet selamat transformasi comdev sungguh teman support dena
3581,fear,"Dan percayalah, mimpi itu sangat buruk, sampai2 aku terbangun karena terlalu takut. Hal ini sangat aneh karena kejadian seperti ini baru pertama kali terjadi padaku, bahkan sudah bertahun-tahun aku tak pernah mengalami mimpi buruk.",1,percaya mimpi buruk bangun takut aneh jadi kali pada bertahuntahun alami mimpi buruk
3582,fear,"Saat kita lagi euphoria gitu, si bapak bilang. 'Kalian ini, tukang bikin masalah..' pake nada bapak2 yg habis marahin anaknya krn minta jajan, tp tetep dibeliin. Kebapakan banget pokoknya. Kita cuma ketawa gugup. Lalu temen sempet keceplosan 'maaf bapak, kita sebenernya takut'",1,euphoria si bilang tukang bikin pakai nada habis marahin anak jajan dibeliin bapa pokok tertawa gugup teman sempet ceplos maaf takut
3583,anger,[USERNAME] [USERNAME] Banyak yg tolol di didik untuk jadi kacung ..mengerti ibadah puasa tapi takut laparrrr!!!. Cara Rakyat memiliki dan menikmati tanahnya hanya lewat liang lahatnya ...!!,0,username username tolol didik kacung erti ibadah puasa takut laparrrr rakyat milik nikmat tanah liang lahatnya
3584,fear,"Uang itu candu. Bikin hepi kalo lagi punya banyak, tapi sebanyak apa pun nggak pernah bikin merasa cukup. Karena semakin banyak uang kita, keinginan kita jadi lebih banyak dan lebih mahal.",1,uang candu bikin hepi bikin uang mahal
3585,fear,"/rlt yang kuliah jurusan sastra inggris, kasih tau dong di jurusan itu belajar apa aja. Pengen masuk sastra inggris cuman takut ga sesuai sama kemampuan:(",1,rlt kuliah jurus sastra inggris kasih jurus ajar masuk sastra inggris takut sesuai mampu
3586,sadness,"Setelah di salahkan sama beliau, ini adegan scene di TKP kemarin masih terbayang dengan jelas di pikiran gue bahkan sedetik setelah gue buka mata pas bangun tidur. Im so sad pake banget",4,salah beliau adegan scene tkp kemarin bayang pikir detik buka mata pas bangun tidur im so sad pakai
3587,fear,"itu tim kru [USERNAME] juga kena hal hal yg serem ih ngeri yah, rajin rajin istighfar mba, saran aja sih #Trans7RumahUya2507 #RumahUya2507",1,tim kru username kena seram ih ngeri yah rajin rajin istighfar mba saran sih transrumahuya rumahuya
3588,fear,"Katanya ak dsuruh berdoa mudah2n besok pagi ada cewek cantik, gk tau tiba2 ada didpan rumah yg gak masuk akal jatuh cinta sama gue. / aku pikir2 kalo dia gila gimana? :v",1,dsuruh doa mudahn besok pagi cewek cantik didpan rumah masuk akal jatuh cinta pikir gila gimana v
3589,fear,selalu takut kalo mama tau gue abis belanja2 pdhl belanja juga pake tabungan sendiri cm kalo mama udh ngomel ntah knp jd nyesel sendiri udh belanja online trs,1,takut mama abis belanja belanja pakai tabung mama ngomel sesal belanja online
3590,happy,"Definitely Caca, Kak Ika! Auranya udahlah paling pas. Kualitas aktingnya ga perlu dipertanyakan. Ditambah gatau Caca ini ada apanya, tapi akan gemes aja kalo jadi Alex yang galak tapi penyayang tapi cantik tapi sibuk tapi masih sanggup menghadapinya",2,definitely caca kak ika aura udahlah pas kualitas akting tambah caca apa gemes alex galak sayang cantik sibuk sanggup hadap
3591,love,"Punya suami yang sayang sama keluarga kaya Papa sayang banget sama keluarga Mama, kaya Papa yang disayang bangeeet sama keluarga Mama ya Allah.",3,suami sayang keluarga kaya papa sayang keluarga mama kaya papa sayang bangeeet keluarga mama ya allah
3592,fear,"Un sd gatakut samsek, un smp mayan dah degdegan, un sma panik panik ajaib. Eh pas udah sampe tugas akhir tbtb kepikiran semuanya. Ngeri ga luluslah daftar sidang kapanlah abis lulus kerja dimana lah. Yaampon",1,un sd gatakut samsek un smp mayan degdegan un sma panik panik ajaib eh pas tugas tbtb pikir ngeri lulus daftar sidang kapan abis lulus kerja mana yaampon
3593,love,tapi yah aku tuh suka namjoon bukan karna makin sini makin cakep tapi karna personality sama talent dia juga.kalo yg belum jatuh cinta sama namjoon coba tonton solo vlive dia yang pake pajama ryan kalian pasti akan jatuh cinta sama bapak yang satu ini,3,yah tuh suka namjoon cakap personality talent jugakalo jatuh cinta namjoon coba tonton solo vlive pakai pajama ryan jatuh cinta
3594,anger,"baru kali ini ke [USERNAME] Gancit dan kecewa berat. Baristanya bikin minum dan rasanya berantakan. ditanya baik2 malah melengos ga jelas bikin emosi. please yg kamu jual jasa, kita ga minta dihormati tp berusahalah utk menghargai org lain.",0,kali username gancit kecewa berat baristanya bikin minum beranta lengos bikin emosi please jual jasa hormat usaha harga orang
3595,anger,"kalo foto profilku emg vulgar y ok gpp, tp fotoku cuman selfie, close up gitu seleher doang agak bawah dikit ngg keliatan dadanya sama sekali dan .... w pake kerudung.",0,foto profil vulgar y oke apa foto selfie close up leher ngg dada pakai kerudung
3596,sadness,"setelah saya melawan perasaan, saya baru paham sampai mana titik itu ditentukan. tidak baik rasanya menyalahkan seseorang yang mempersilahkan masuk, saya lebih memilih menyalahkan diri sendiri yang salah datang dan niat untuk bertamu walau sekedar.",4,lawan asa paham titik tentu salah silah masuk pilih salah salah niat tamu dar
3597,love,"Perutku mulai keroncongan dan bahasa tubuhku mulai meraba-raba, mataku mulai gugup dan suaraku tiba-tiba gagap. Ini adalah efek samping yang aku rasakan ketika aku melihat kamu. Karena melihat seorang wanita secantik dirimu membuatku jatuh cinta. -D-",3,perut keroncong bahasa tubuh merabaraba mata gugup suara tibatiba gagap efek samping rasa wanita cantik diri buat jatuh cinta d
3598,anger,lebih baik saya diam daripada saya berbicara namun tak pernah didengar,0,diam bicara dengar
3599,fear,"Lu gatau anjir rasanya takut sampe gemeteran, paralyzed, gabisa mikir. Gila sih. Gua jg ga ngeexpect gua bakal kaya gitu. Trs gua sm temen temen gua cm bisa panik barengan",1,anjir takut gemeteran paralyzed mikir gila sih ngeexpect kaya teman teman panik sama
3600,happy,Berbagi Dgn Sesama Semoga Bermanfaat,2,bagi moga manfaat
3601,fear,[askmf] idung gw abis kena bola kenceng bgt trs lgsg muncul lecet merah gt di tulang idung. perlu di cek ke dokter ga sih? takut tulang idung gw geser soalnya td bener2 kenceng bgt trs sakit nyeri gt tp skrg udh engga sih,1,askmf idung abis kena bola kencang langsung muncul lecet merah tulang idung cek dokter sih takut tulang idung geser tadu kencang sakit nyeri sih
3602,love,Bagaiman kabar jantung mbak-mbak yg megangin micnya? Udah bertahun tahun dr jaman gua sma tapi masih aja ngena heran gua semudah ini gua makin jatuh cinta sama canyol.,3,bagaiman kabar jantung mbakmbak megangin micnya tahun jaman sma ngena heran mudah jatuh cinta canyol
3603,love,"Sumpah, nih idola aku dewasa bgt.. ini alesannya aku ngidolain dia.. bangga bgt punya idola kayak dia.. makin sayang deh sm Ldy Semangat terus ya! Jaga kesehatan! Love you soooooo much much much much more!",3,sumpah nih idola dewasa alesannya ngidolain bangga idola sayang deh ldy semangat ya jaga sehat cinta you soooooo much much much much more
3604,happy,"#Muktamar18IMM kali ini agaknya merupakan Muktamar yg 'keren'. Muktamar yang 'sadar' jaman. Terlihat dengan pemaksimalan website dan media internet lainnya. Dari countdown acara, regustrasi peserta sampai pendaftaran Formatur. Keren!",2,muktamarimm kali muktamar keren muktamar sadar jaman maksimal website media internet countdown acara regustrasi serta daftar formatur keren
3605,love,"Cinta yang Sebenarnya ~~~ Cinta adalah ketika Sayyidina Rabi'ah bin Ka'ab ditanya oleh Rasulullah Saw apa keinginanmu? Lalu ia pun menjawab: ""Aku hanya minta satu perkara, yakni agar dapat menemanimu di Syurga"". ",3,cinta cinta sayyidina rabiah bin kaab rasulullah saw ingin perkara teman syurga
3606,love,"mami kedua..,, kanya tuh perasaan awal awal kalem kok makin kesini makin amberegul emeseyu aja low..,, asik rame WKWKKWKW!!! pokok.a sayang mami..,",3,mami kanya tuh asa kalem kesini amberegul emeseyu asik ramai wkwkkwkw pokoka sayang mami
3607,love,"[USERNAME] well, prince charles bilang waktu george pertama kali lahir dia seneng banget dan berusaha menjadi kakek yg baik soalnya dulu ngerasa kurang ngejaga william. beliau juga sering ngajak george buat menanam bareng gitu, pokoknya sayang banget d",3,username well prince charles bilang george kali lahir senang usaha kakek ngejaga william beliau ajak george tanam bareng pokok sayang d
3608,love,"Lgi ngumpulin upeti kanan kiri... Mau ngasi hadiah buat suami panerai... Bukan anniversary/ special day.. Cuma krn pengen kasih aja... Krn memberi lbh membahagiakan drpd menerima  Ngasi suami sendiri itu gpp, *Kl dulu njum suka ngasi ke pacar2 an alias zonk lahir btn",3,ngumpulin upeti kanan kiri kasih hadiah suami panerai anniversary special day kasih bahagia terima kasih suami apa njum suka kasih pacar an alias zonk lahir btn
